-2.30509	-2.30383	-2.31621	-2.34193	-2.38045	-2.43103	-2.49271	-2.56435	-2.64463	-2.7321	-2.82521	-2.92232	-3.02172	-3.1217	-3.22057	-3.31667	-3.40842	-3.49434	-3.57309	-3.64349	-3.70453	-3.7554	-3.7955	-3.82445	-3.84209	-3.84849	-3.84395	-3.82898	-3.80428	-3.77076	-3.72949	-3.68168	-3.62865	-3.57184	-3.51273	-3.45283	-3.39366	-3.3367	-3.28339	-3.23504	-3.19288	-3.15797	-3.13122	-3.11334	-3.10487	-3.1061	-3.11714	-3.13786	-3.16792	-3.20676	-3.25363	-3.30759	-3.36754	-3.43221	-3.50025	-3.57018	-3.64047	-3.70956	-3.77589	-3.83791	-3.89415	-3.94323	-3.98388	-4.01497	-4.03556	-4.04487	-4.04236	-4.02768	-4.00072	-3.96159	-3.91064	-3.84845	-3.7758	-3.69369	-3.60329	-3.50596	-3.40317	-3.29653	-3.18772	-3.07848	-2.97057	-2.86574	-2.7657	-2.67207	-2.5864	-2.51007	-2.44431	-2.3902	-2.34857	-2.32006	
-2.57495	-2.57331	-2.58272	-2.60295	-2.63356	-2.67397	-2.72341	-2.78098	-2.84562	-2.91618	-2.99141	-3.07001	-3.15062	-3.23187	-3.3124	-3.39088	-3.46605	-3.53672	-3.60183	-3.6604	-3.71163	-3.75487	-3.78962	-3.81556	-3.83256	-3.84065	-3.84007	-3.83119	-3.81457	-3.79091	-3.76104	-3.72592	-3.68658	-3.64415	-3.59979	-3.5547	-3.51007	-3.46706	-3.42679	-3.39033	-3.35861	-3.33248	-3.31266	-3.2997	-3.29402	-3.29586	-3.30529	-3.3222	-3.34633	-3.37722	-3.41429	-3.45678	-3.50382	-3.55441	-3.60748	-3.66185	-3.71631	-3.76964	-3.82059	-3.86795	-3.91056	-3.94733	-3.97726	-3.99946	-4.01321	-4.01789	-4.01308	-3.99853	-3.97415	-3.94006	-3.89654	-3.84407	-3.78328	-3.71499	-3.64014	-3.55982	-3.47522	-3.38764	-3.29841	-3.20894	-3.12064	-3.03491	-2.95313	-2.87659	-2.80653	-2.74406	-2.69018	-2.64573	-2.6114	-2.5877	
-2.82153	-2.81964	-2.82645	-2.8418	-2.86536	-2.89666	-2.93512	-2.98004	-3.0306	-3.08593	-3.14504	-3.20693	-3.27054	-3.33482	-3.39871	-3.46118	-3.52125	-3.57798	-3.63056	-3.67821	-3.72032	-3.75635	-3.78593	-3.80878	-3.82479	-3.83398	-3.83651	-3.83265	-3.82282	-3.80754	-3.78744	-3.76324	-3.73573	-3.70576	-3.6742	-3.64197	-3.60997	-3.57909	-3.55018	-3.52404	-3.5014	-3.48288	-3.46904	-3.46029	-3.45696	-3.45921	-3.46711	-3.48056	-3.49936	-3.52316	-3.5515	-3.58381	-3.61942	-3.65756	-3.6974	-3.73805	-3.77859	-3.81807	-3.85555	-3.8901	-3.92084	-3.94693	-3.96762	-3.98225	-3.99025	-3.99118	-3.98472	-3.97068	-3.94902	-3.91984	-3.88338	-3.84	-3.79023	-3.73469	-3.67414	-3.60942	-3.54146	-3.47127	-3.3999	-3.32844	-3.25799	-3.18965	-3.12447	-3.06348	-3.00762	-2.95778	-2.91472	-2.87909	-2.85144	-2.83217	
-3.04381	-3.0418	-3.04641	-3.05753	-3.0749	-3.0982	-3.12698	-3.16073	-3.19885	-3.24067	-3.28548	-3.33252	-3.38101	-3.43017	-3.47919	-3.52732	-3.57381	-3.61798	-3.6592	-3.69689	-3.73059	-3.75988	-3.78448	-3.80417	-3.81886	-3.82854	-3.83332	-3.83338	-3.82903	-3.82062	-3.80862	-3.79354	-3.77594	-3.75644	-3.73568	-3.71432	-3.693	-3.67239	-3.65309	-3.63568	-3.62069	-3.60858	-3.59975	-3.5945	-3.59305	-3.59554	-3.60199	-3.61234	-3.62643	-3.64402	-3.66475	-3.68821	-3.71391	-3.74127	-3.7697	-3.79853	-3.8271	-3.85471	-3.88067	-3.90431	-3.92498	-3.94208	-3.95507	-3.96345	-3.96684	-3.9649	-3.95743	-3.9443	-3.92548	-3.90107	-3.87125	-3.83631	-3.79666	-3.75276	-3.70518	-3.65457	-3.60162	-3.5471	-3.49179	-3.43651	-3.38208	-3.32932	-3.27903	-3.23198	-3.18886	-3.15035	-3.117	-3.08933	-3.06772	-3.05248	
-3.24091	-3.2389	-3.24171	-3.24925	-3.26135	-3.27778	-3.29823	-3.32234	-3.34969	-3.37981	-3.41219	-3.44631	-3.48161	-3.51754	-3.55353	-3.58905	-3.62356	-3.65658	-3.68766	-3.71639	-3.74243	-3.76548	-3.78532	-3.80179	-3.81482	-3.82439	-3.83055	-3.83342	-3.83321	-3.83014	-3.82452	-3.8167	-3.80707	-3.79602	-3.78401	-3.77147	-3.75885	-3.74659	-3.73511	-3.72481	-3.71604	-3.70911	-3.70429	-3.7018	-3.70177	-3.7043	-3.70941	-3.71703	-3.72708	-3.73935	-3.75363	-3.76961	-3.78695	-3.80526	-3.82413	-3.84309	-3.8617	-3.87946	-3.89591	-3.91058	-3.92303	-3.93286	-3.93969	-3.94319	-3.9431	-3.93921	-3.93138	-3.91953	-3.90366	-3.88385	-3.86024	-3.83304	-3.80256	-3.76913	-3.73316	-3.69511	-3.65549	-3.61484	-3.57372	-3.53272	-3.49241	-3.45338	-3.4162	-3.38141	-3.34952	-3.32098	-3.29622	-3.27558	-3.25935	-3.24774	
-3.41201	-3.41014	-3.41156	-3.4162	-3.42396	-3.43468	-3.44818	-3.46422	-3.48252	-3.50278	-3.52467	-3.54784	-3.57195	-3.5966	-3.62146	-3.64614	-3.67032	-3.69366	-3.71587	-3.73667	-3.75582	-3.77314	-3.78846	-3.80168	-3.81272	-3.82156	-3.82824	-3.8328	-3.83537	-3.83608	-3.83511	-3.83268	-3.82901	-3.82437	-3.81902	-3.81323	-3.80727	-3.80143	-3.79596	-3.7911	-3.78707	-3.78408	-3.78228	-3.78179	-3.78272	-3.78511	-3.78896	-3.79426	-3.80091	-3.80881	-3.8178	-3.8277	-3.83828	-3.84931	-3.86051	-3.8716	-3.88228	-3.89226	-3.90123	-3.90892	-3.91504	-3.91934	-3.92159	-3.92159	-3.91918	-3.91425	-3.9067	-3.89651	-3.88368	-3.86828	-3.85042	-3.83023	-3.80794	-3.78376	-3.75798	-3.73091	-3.70287	-3.67424	-3.64538	-3.61668	-3.58854	-3.56132	-3.53541	-3.51117	-3.48893	-3.469	-3.45164	-3.4371	-3.42556	-3.41716	
-3.55643	-3.55484	-3.55527	-3.5577	-3.56206	-3.56828	-3.57623	-3.5858	-3.59681	-3.6091	-3.62247	-3.63673	-3.65167	-3.66706	-3.68271	-3.6984	-3.71392	-3.72909	-3.74372	-3.75765	-3.77074	-3.78287	-3.79393	-3.80386	-3.81259	-3.82011	-3.82642	-3.83154	-3.83553	-3.83844	-3.84037	-3.84142	-3.84172	-3.8414	-3.84059	-3.83944	-3.8381	-3.8367	-3.8354	-3.8343	-3.83354	-3.83321	-3.8334	-3.83418	-3.83558	-3.83765	-3.84036	-3.84372	-3.84766	-3.85213	-3.85704	-3.86228	-3.86773	-3.87326	-3.87872	-3.88395	-3.8888	-3.89309	-3.89666	-3.89937	-3.90106	-3.9016	-3.90087	-3.89877	-3.89521	-3.89015	-3.88353	-3.87536	-3.86566	-3.85446	-3.84185	-3.82792	-3.8128	-3.79662	-3.77957	-3.76182	-3.74358	-3.72506	-3.70648	-3.68808	-3.67008	-3.65271	-3.6362	-3.62074	-3.60655	-3.5938	-3.58265	-3.57323	-3.56568	-3.56006	
-3.67358	-3.67239	-3.67225	-3.67317	-3.6751	-3.67801	-3.68186	-3.68658	-3.6921	-3.69834	-3.70521	-3.71261	-3.72046	-3.72864	-3.73706	-3.74561	-3.7542	-3.76273	-3.77112	-3.77928	-3.78714	-3.79464	-3.80172	-3.80833	-3.81445	-3.82005	-3.82513	-3.82967	-3.8337	-3.83722	-3.84028	-3.84291	-3.84515	-3.84704	-3.84865	-3.85002	-3.85121	-3.85228	-3.85328	-3.85425	-3.85525	-3.85632	-3.85747	-3.85875	-3.86016	-3.86172	-3.86341	-3.86523	-3.86716	-3.86916	-3.8712	-3.87323	-3.8752	-3.87705	-3.87872	-3.88014	-3.88125	-3.88197	-3.88224	-3.882	-3.88119	-3.87976	-3.87766	-3.87485	-3.87131	-3.86702	-3.86198	-3.8562	-3.84968	-3.84246	-3.8346	-3.82613	-3.81713	-3.80767	-3.79784	-3.78773	-3.77745	-3.7671	-3.75678	-3.74662	-3.73671	-3.72719	-3.71814	-3.70967	-3.70188	-3.69486	-3.68868	-3.68342	-3.67912	-3.67583	
-3.76292	-3.76226	-3.76198	-3.76208	-3.76255	-3.76339	-3.76459	-3.76611	-3.76795	-3.77009	-3.77249	-3.77514	-3.778	-3.78104	-3.78423	-3.78755	-3.79095	-3.79442	-3.79793	-3.80144	-3.80493	-3.80838	-3.81177	-3.81507	-3.81827	-3.82136	-3.82433	-3.82716	-3.82986	-3.83242	-3.83483	-3.83711	-3.83924	-3.84125	-3.84312	-3.84488	-3.84652	-3.84806	-3.84949	-3.85083	-3.85209	-3.85326	-3.85435	-3.85537	-3.85631	-3.85718	-3.85797	-3.85867	-3.85928	-3.85979	-3.86019	-3.86047	-3.86062	-3.86062	-3.86047	-3.86014	-3.85963	-3.85892	-3.858	-3.85686	-3.85548	-3.85387	-3.85201	-3.8499	-3.84755	-3.84496	-3.84212	-3.83906	-3.83578	-3.83231	-3.82865	-3.82483	-3.82088	-3.81682	-3.81268	-3.8085	-3.80431	-3.80014	-3.79602	-3.792	-3.78811	-3.78438	-3.78084	-3.77754	-3.77449	-3.77172	-3.76927	-3.76714	-3.76537	-3.76396	
-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	-3.82395	
